,0
0,-68
1,-92
2,-119
3,-143
4,-160
5,-168
6,-173
7,-177
8,-180
9,-181
10,-181
11,-181
12,-181
13,-180
14,-178
15,-173
16,-167
17,-159
18,-151
19,-144
20,-135
21,-126
22,-119
23,-114
24,-109
25,-105
26,-101
27,-97
28,-93
29,-90
30,-87
31,-84
32,-81
33,-79
34,-77
35,-76
36,-75
37,-75
38,-75
39,-75
40,-74
41,-72
42,-71
43,-69
44,-68
45,-67
46,-66
47,-64
48,-61
49,-58
50,-56
51,-53
52,-51
53,-48
54,-45
55,-42
56,-37
57,-31
58,-26
59,-22
60,-22
61,-24
62,-27
63,-30
64,-33
65,-36
66,-39
67,-42
68,-45
69,-48
70,-49
71,-49
72,-49
73,-48
74,-47
75,-44
76,-40
77,-37
78,-33
79,-29
80,-25
81,-16
82,-9
83,-9
84,-16
85,-27
86,-34
87,-42
88,-49
89,-53
90,-53
91,-49
92,-43
93,-37
94,-32
95,-28
96,-24
97,-20
98,-17
99,-16
100,-16
101,-18
102,-22
103,-26
104,-31
105,-35
106,-41
107,-46
108,-50
109,-51
110,-48
111,-42
112,-34
113,-22
114,-5
115,2
116,7
117,11
118,14
119,16
120,15
121,10
122,3
123,-4
124,-11
125,-18
126,-26
127,-31
128,-33
129,-35
130,-36
131,-36
132,-38
133,-34
134,-13
135,2
136,16
137,26
138,29
139,30
140,30
141,31
142,32
143,34
144,33
145,30
146,27
147,22
148,23
149,39
150,54
151,67
152,74
153,78
154,82
155,87
156,90
157,85
158,71
159,49
160,21
161,8
162,1
163,-3
164,-8
165,-10
166,-9
167,-6
168,-1
169,2
170,6
171,11
172,16
173,19
174,20
175,17
176,12
177,3
178,-13
179,-37
180,-54
181,-65
182,-52
183,-15
184,55
185,146
186,246
187,351
188,465
189,588
190,701
191,780
192,805
193,794
194,762
195,687
196,596
197,499
198,400
199,297
200,186
201,86
202,35
203,24
204,15
205,10
206,5
207,2
208,-1
209,-4
210,-7
211,-10
212,-11
213,-13
214,-13
215,-14
216,-15
217,-16
218,-19
219,-22
220,-25
221,-27
222,-27
223,-23
224,-17
225,-8
226,2
227,16
228,38
229,47
230,50
231,53
232,56
233,58
234,59
235,58
236,56
237,53
238,49
239,43
240,40
241,44
242,53
243,62
244,75
245,95
246,111
247,124
248,135
249,144
250,151
251,157
252,162
253,166
254,171
255,177
256,184
257,191
258,200
259,213
260,227
261,243
262,262
263,282
264,297
265,307
266,314
267,320
268,324
269,324
270,320
271,315
272,309
273,304
274,299
275,292
276,284
277,274
278,262
279,244
280,219
281,203
282,183
283,156
284,109
285,60
286,30
287,0
288,-32
289,-58
290,-77
291,-97
292,-114
293,-128
294,-141
295,-152
296,-167
297,-181
298,-183
299,-183
300,-183
301,-183
302,-183
303,-184
304,-184
305,-182
306,-180
307,-177
308,-174
309,-172
310,-169
311,-167
312,-165
313,-164
314,-164
315,-165
316,-168
317,-173
318,-179
319,-185
320,-191
321,-200
322,-207
323,-210
324,-207
325,-201
326,-192
327,-178
328,-154
329,-130
330,-112
331,-104
332,-99
333,-96
334,-97
335,-105
336,-116
337,-128
338,-141
339,-154
340,-166
341,-177
342,-187
343,-194
344,-194
345,-184
346,-171
347,-158
348,-142
349,-128
350,-115
351,-105
352,-96
353,-89
354,-85
355,-85
356,-88
357,-95
358,-103
359,-114
360,-132
361,-150
362,-165
363,-178
364,-185
365,-180
366,-166
367,-145
368,-115
369,-85
370,-62
371,-49
372,-39
373,-41
374,-60
375,-77
376,-92
377,-105
378,-114
379,-131
380,-154
381,-170
382,-181
383,-180
384,-166
385,-146
386,-122
387,-104
388,-91
389,-76
390,-68
391,-63
392,-58
393,-54
394,-51
395,-49
396,-48
397,-49
398,-52
399,-55
400,-58
401,-62
402,-68
403,-73
404,-78
405,-84
406,-90
407,-95
408,-96
409,-95
410,-93
411,-89
412,-85
413,-81
414,-73
415,-60
416,-47
417,-37
418,-27
419,-22
420,-27
421,-37
422,-44
423,-49
424,-54
425,-58
426,-60
427,-58
428,-54
429,-48
430,-43
431,-39
432,-35
433,-30
434,-25
435,-20
436,-15
437,-10
438,-5
439,-1
440,3
441,7
442,10
443,13
444,18
445,23
446,27
447,31
448,31
449,29
450,25
451,20
452,16
453,13
454,10
455,6
456,3
457,1
458,-1
459,-3
460,-5
461,-6
462,-7
463,-8
464,-8
465,-8
466,-9
467,-11
468,-12
469,-12
470,-12
471,-11
472,-9
