,0
0,-5
1,-4
2,-3
3,-2
4,-1
5,0
6,0
7,1
8,2
9,3
10,4
11,6
12,9
13,13
14,16
15,19
16,21
17,22
18,21
19,18
20,15
21,10
22,4
23,-3
24,-20
25,-51
26,-74
27,-90
28,-90
29,-80
30,-52
31,20
32,123
33,249
34,388
35,526
36,651
37,744
38,778
39,774
40,724
41,623
42,493
43,357
44,225
45,100
46,-9
47,-92
48,-139
49,-156
50,-164
51,-164
52,-157
53,-148
54,-136
55,-121
56,-100
57,-88
58,-81
59,-75
60,-70
61,-65
62,-61
63,-57
64,-54
65,-51
66,-49
67,-45
68,-42
69,-38
70,-34
71,-30
72,-25
73,-19
74,-11
75,-4
76,1
77,6
78,10
79,13
80,16
81,18
82,20
83,22
84,24
85,26
86,28
87,31
88,33
89,34
90,35
91,36
92,37
93,38
94,39
95,40
96,42
97,44
98,48
99,57
100,68
101,80
102,95
103,112
104,128
105,140
106,150
107,159
108,170
109,180
110,188
111,195
112,202
113,208
114,214
115,219
116,224
117,228
118,234
119,238
120,242
121,243
122,242
123,237
124,231
125,222
126,211
127,191
128,172
129,153
130,134
131,115
132,95
133,74
134,53
135,32
136,11
137,-4
138,-18
139,-30
140,-41
141,-51
142,-56
143,-59
144,-61
145,-63
146,-65
147,-67
148,-69
149,-71
150,-73
151,-74
152,-74
153,-73
154,-71
155,-68
156,-64
157,-59
158,-55
159,-51
160,-47
161,-45
162,-43
163,-43
164,-43
165,-42
166,-42
167,-41
168,-40
169,-39
170,-36
171,-34
172,-32
173,-31
174,-30
175,-29
176,-29
177,-29
178,-29
179,-30
180,-31
181,-31
182,-32
183,-31
184,-31
185,-31
186,-31
187,-31
188,-31
189,-31
190,-31
191,-31
192,-31
193,-32
194,-32
195,-32
196,-32
197,-31
198,-31
199,-30
200,-30
201,-29
202,-28
203,-26
204,-24
205,-23
206,-22
207,-22
208,-22
209,-21
210,-21
211,-22
212,-23
213,-24
214,-24
215,-24
216,-24
217,-25
218,-28
219,-32
220,-35
221,-37
222,-38
223,-39
224,-41
225,-42
226,-43
227,-43
228,-43
229,-42
230,-41
231,-40
232,-39
233,-38
234,-37
235,-35
236,-35
237,-34
238,-34
239,-34
240,-34
241,-34
242,-35
243,-35
244,-36
245,-36
246,-37
247,-37
248,-38
249,-38
250,-39
251,-39
252,-40
253,-40
254,-41
255,-41
256,-42
257,-43
258,-43
259,-43
260,-44
261,-45
262,-46
263,-47
264,-48
265,-49
266,-49
267,-50
268,-50
269,-51
270,-53
271,-54
272,-56
273,-57
274,-59
275,-60
276,-61
277,-62
278,-64
279,-64
280,-64
281,-64
282,-63
283,-62
284,-62
285,-62
286,-62
287,-61
288,-60
289,-59
290,-57
291,-55
292,-53
293,-51
294,-48
295,-46
296,-43
297,-40
298,-38
299,-37
300,-36
301,-36
302,-36
303,-36
304,-36
305,-36
306,-35
307,-35
308,-34
309,-33
310,-33
311,-32
312,-31
313,-31
314,-31
315,-32
316,-33
317,-34
318,-35
319,-36
320,-37
321,-37
322,-38
323,-37
324,-36
325,-35
326,-34
327,-33
328,-32
329,-32
330,-32
331,-32
332,-32
333,-33
334,-33
335,-33
336,-33
337,-33
338,-32
339,-32
340,-31
341,-30
342,-29
343,-29
344,-30
345,-31
346,-33
347,-34
348,-36
349,-38
350,-40
351,-42
352,-44
353,-46
354,-49
355,-52
356,-53
357,-54
358,-55
359,-56
360,-57
361,-57
362,-58
363,-59
364,-60
365,-61
366,-62
367,-63
368,-64
369,-64
370,-65
371,-65
372,-66
373,-66
374,-67
375,-68
376,-69
377,-70
378,-71
379,-72
380,-74
381,-76
382,-78
383,-80
384,-80
385,-80
386,-79
387,-77
388,-77
389,-76
390,-76
391,-76
392,-75
393,-75
394,-74
395,-74
396,-74
397,-74
398,-74
399,-73
400,-72
401,-70
402,-69
403,-67
404,-66
405,-65
406,-63
407,-62
408,-60
409,-59
410,-57
411,-56
412,-55
413,-54
414,-53
415,-53
416,-52
417,-51
418,-50
419,-48
420,-47
421,-45
422,-44
423,-42
424,-41
425,-39
426,-38
427,-37
428,-36
429,-36
430,-34
431,-33
432,-31
433,-29
434,-28
435,-27
436,-26
437,-25
438,-24
439,-23
440,-22
441,-20
442,-18
443,-16
444,-14
445,-14
446,-18
447,-25
448,-33
449,-40
450,-45
451,-50
452,-54
453,-58
454,-62
455,-65
456,-67
457,-69
458,-71
459,-73
460,-75
461,-77
462,-78
463,-79
464,-81
465,-83
466,-84
467,-86
468,-88
469,-91
470,-95
471,-105
472,-114
473,-121
474,-129
475,-137
476,-135
477,-116
478,-65
479,19
480,136
481,284
482,455
483,628
484,780
485,873
486,904
487,876
488,795
489,637
490,435
491,217
492,17
493,-129
494,-208
495,-237
496,-239
497,-228
498,-211
499,-183
500,-148
501,-116
502,-95
503,-81
504,-71
505,-63
506,-59
507,-56
508,-54
