,0
0,-10
1,-12
2,-14
3,-16
4,-17
5,-17
6,-18
7,-19
8,-19
9,-19
10,-18
11,-18
12,-18
13,-20
14,-29
15,-28
16,-12
17,-3
18,2
19,8
20,12
21,16
22,17
23,18
24,17
25,16
26,15
27,13
28,13
29,11
30,10
31,9
32,7
33,6
34,5
35,3
36,2
37,1
38,1
39,2
40,3
41,3
42,4
43,5
44,7
45,9
46,12
47,14
48,16
49,19
50,21
51,24
52,26
53,28
54,30
55,32
56,34
57,36
58,39
59,41
60,43
61,46
62,48
63,49
64,50
65,49
66,48
67,47
68,45
69,43
70,41
71,40
72,38
73,36
74,34
75,32
76,31
77,30
78,28
79,22
80,23
81,43
82,97
83,166
84,241
85,313
86,375
87,417
88,431
89,423
90,397
91,331
92,249
93,165
94,86
95,17
96,-44
97,-69
98,-82
99,-91
100,-88
101,-69
102,-57
103,-49
104,-42
105,-36
106,-32
107,-31
108,-31
109,-33
110,-36
111,-41
112,-48
113,-59
114,-77
115,-96
116,-115
117,-134
118,-153
119,-172
120,-188
121,-195
122,-198
123,-200
124,-201
125,-202
126,-203
127,-204
128,-205
129,-203
130,-200
131,-197
132,-193
133,-189
134,-185
135,-181
136,-177
137,-172
138,-167
139,-162
140,-157
141,-151
142,-143
143,-132
144,-114
145,-106
146,-104
147,-102
148,-99
149,-97
150,-97
151,-104
152,-115
153,-125
154,-138
155,-152
156,-166
157,-177
158,-186
159,-193
160,-201
161,-208
162,-216
163,-223
164,-231
165,-239
166,-246
167,-253
168,-259
169,-264
170,-269
171,-274
172,-279
173,-284
174,-288
175,-291
176,-290
177,-287
178,-282
179,-276
180,-270
181,-264
182,-257
183,-250
184,-242
185,-235
186,-229
187,-223
188,-216
189,-205
190,-188
191,-179
192,-174
193,-169
194,-166
195,-164
196,-167
197,-174
198,-182
199,-187
200,-191
201,-195
202,-199
203,-202
204,-204
205,-204
206,-201
207,-198
208,-193
209,-188
210,-184
211,-180
212,-176
213,-171
214,-167
215,-163
216,-159
217,-155
218,-152
219,-150
220,-147
221,-143
222,-138
223,-113
224,-65
225,-4
226,62
227,126
228,163
229,176
230,176
231,158
232,108
233,43
234,-28
235,-97
236,-157
237,-196
238,-211
239,-210
240,-194
241,-172
242,-139
243,-111
244,-91
245,-78
246,-72
247,-67
248,-64
249,-61
250,-59
251,-59
252,-63
253,-69
254,-76
255,-83
256,-88
257,-95
258,-102
259,-108
260,-112
261,-113
262,-110
263,-105
264,-98
265,-89
266,-79
267,-62
268,-47
269,-35
270,-22
271,-9
272,3
273,15
274,27
275,39
276,50
277,61
278,78
279,103
280,125
281,141
282,156
283,164
284,170
285,175
286,178
287,180
288,180
289,177
290,171
291,163
292,155
293,144
294,126
295,112
296,102
297,87
298,60
299,36
300,21
301,7
302,-6
303,-12
304,-16
305,-20
306,-24
307,-27
308,-30
309,-33
310,-34
311,-35
312,-34
313,-33
314,-30
315,-26
316,-22
317,-17
318,-12
319,-8
320,-3
321,0
322,6
323,12
324,19
325,25
326,30
327,35
328,39
329,43
330,47
331,50
332,53
333,56
334,59
335,61
336,62
337,62
338,61
339,58
340,53
341,47
342,41
343,36
344,32
345,29
346,26
347,23
348,20
349,17
350,15
351,12
352,10
353,9
354,9
355,10
356,12
357,15
358,19
359,22
360,26
361,29
362,32
363,35
364,38
365,40
366,42
367,46
368,49
369,53
370,56
371,61
372,65
373,69
374,75
375,83
376,101
377,136
378,194
379,254
380,312
381,330
382,340
383,336
384,298
385,245
386,183
387,118
388,50
389,-14
390,-62
391,-78
392,-84
393,-78
394,-66
395,-58
396,-52
397,-47
398,-42
399,-40
400,-40
401,-42
402,-45
403,-49
404,-52
405,-56
406,-62
407,-69
408,-72
409,-67
410,-56
411,-44
412,-36
413,-30
414,-23
415,-16
416,-9
417,-3
418,1
419,6
420,11
421,15
422,18
423,21
424,24
425,28
426,31
427,34
428,38
429,41
430,45
431,50
432,54
433,58
434,62
435,65
436,69
437,72
438,75
439,78
440,80
441,81
442,82
443,82
444,81
445,79
446,76
447,73
448,69
449,63
450,55
451,42
452,30
453,18
454,1
455,-25
456,-45
457,-59
458,-65
459,-68
460,-70
461,-71
462,-73
463,-74
464,-73
465,-70
466,-65
467,-61
468,-58
469,-57
470,-54
471,-52
472,-50
473,-49
474,-48
475,-48
476,-49
477,-49
478,-50
479,-51
480,-51
481,-52
482,-52
483,-52
484,-51
485,-49
486,-46
487,-44
488,-42
489,-40
490,-37
491,-34
492,-32
493,-28
494,-24
495,-19
496,-11
497,-1
498,7
499,15
500,20
501,25
502,28
503,31
504,34
505,36
506,38
507,40
508,42
509,45
510,47
511,49
512,52
513,54
514,58
515,64
516,90
517,136
518,195
519,266
520,339
521,385
522,386
523,344
524,234
525,96
526,-36
527,-131
528,-158
529,-166
530,-141
531,-110
532,-83
533,-67
534,-52
535,-37
536,-21
537,-4
538,11
539,21
540,26
541,28
542,30
543,31
544,32
545,32
546,32
547,32
548,32
549,32
550,32
551,32
552,33
553,34
554,36
555,39
556,42
557,45
558,48
559,52
560,55
561,59
562,64
563,72
564,82
565,90
566,96
567,102
568,108
569,116
570,123
571,130
572,138
573,145
574,154
575,167
576,183
577,194
578,201
579,207
580,211
581,213
582,213
583,208
584,201
585,192
586,183
587,169
588,156
589,142
590,129
591,117
592,106
593,96
594,87
595,77
596,66
597,52
598,35
599,28
600,25
601,21
602,18
603,14
604,11
605,8
606,4
607,2
608,0
609,-1
610,-1
611,-1
612,0
613,2
614,4
615,6
616,8
617,10
618,11
619,11
620,11
621,11
622,10
623,9
624,9
625,10
626,12
627,14
628,15
629,16
630,17
631,17
632,15
633,11
634,7
635,1
636,-3
637,-8
638,-13
639,-18
640,-23
641,-28
642,-32
643,-35
644,-37
645,-37
646,-37
647,-37
648,-36
649,-34
650,-31
651,-28
652,-24
653,-19
654,0
655,51
656,119
657,202
658,288
659,337
660,354
661,326
662,236
663,96
664,-51
665,-165
666,-205
667,-219
668,-202
669,-149
670,-98
671,-83
672,-81
673,-80
674,-79
675,-79
676,-78
677,-78
678,-78
679,-77
680,-78
681,-78
682,-77
683,-77
684,-77
685,-76
686,-76
687,-75
688,-73
689,-71
690,-68
691,-64
692,-61
693,-58
694,-54
695,-49
696,-42
697,-35
698,-29
699,-22
700,-15
701,-8
702,-1
703,6
704,13
705,21
706,29
707,36
708,43
709,51
710,58
711,63
712,65
713,66
714,67
715,68
716,69
717,71
718,72
719,71
720,64
721,53
722,42
723,29
724,14
725,0
726,-12
727,-21
728,-30
729,-39
730,-46
731,-52
732,-57
733,-64
734,-72
735,-81
736,-92
737,-103
738,-109
739,-114
740,-119
741,-123
742,-126
743,-128
744,-129
745,-127
746,-125
747,-121
748,-117
749,-112
750,-107
751,-100
752,-88
753,-80
754,-76
755,-74
756,-73
757,-73
758,-72
759,-72
760,-71
761,-71
762,-71
763,-71
764,-71
765,-70
766,-70
767,-70
768,-71
769,-72
770,-72
771,-73
772,-73
773,-73
774,-73
775,-72
776,-71
777,-70
778,-68
779,-66
780,-63
781,-61
782,-57
783,-40
784,0
785,56
786,130
787,221
788,320
789,407
790,442
791,437
792,367
793,240
794,89
795,-46
796,-118
797,-142
798,-126
799,-79
800,-39
801,-25
802,-24
803,-27
804,-28
805,-29
806,-30
807,-30
808,-30
809,-29
810,-27
811,-24
812,-22
813,-20
814,-18
815,-16
816,-14
817,-11
818,-8
819,-6
820,-4
821,-2
822,0
823,2
824,5
825,8
826,11
827,15
828,21
829,28
830,34
831,40
832,47
833,55
834,66
835,76
836,85
837,99
838,120
839,143
840,164
841,175
842,182
843,187
844,190
845,190
846,189
847,185
848,179
849,172
850,164
851,152
852,141
853,131
854,118
855,104
856,92
857,81
858,69
859,57
860,44
861,32
862,20
863,16
864,14
865,12
866,10
867,8
868,7
869,6
870,5
871,4
872,3
873,3
874,3
875,4
876,4
877,6
878,6
879,7
880,7
881,7
882,7
883,7
884,6
885,6
886,5
887,5
888,5
889,5
890,5
891,6
892,7
893,7
894,7
895,7
896,7
897,6
898,5
899,5
900,3
901,2
902,0
903,-1
904,-4
905,-6
906,-7
907,-9
908,-10
909,-11
910,-13
911,-14
912,-16
913,-19
914,-21
915,-23
916,-25
