"","id","stsamp","endsamp","beats","secs","afib","ss","sr","sl","rs","rr","rl","ls","lr","ll"
"1","06426","221","11439","61","45.46","TRUE","0.0491803278688525","0.147540983606557","0.0327868852459016","0.114754098360656","0.360655737704918","0.0983606557377049","0.0655737704918033","0.0655737704918033","0.0655737704918033"
"2","06426","11439","22750","63","45.244","TRUE","0.0317460317460317","0.111111111111111","0.0476190476190476","0.111111111111111","0.222222222222222","0.158730158730159","0.0476190476190476","0.158730158730159","0.111111111111111"
"3","06426","22750","34094","63","45.376","TRUE","0.0158730158730159","0.0793650793650794","0.0476190476190476","0.0793650793650794","0.428571428571429","0.126984126984127","0.0634920634920635","0.111111111111111","0.0476190476190476"
"4","06426","34094","45403","62","45.236","TRUE","0.032258064516129","0.112903225806452","0.032258064516129","0.0967741935483871","0.435483870967742","0.112903225806452","0.032258064516129","0.0967741935483871","0.0483870967741935"
"5","06426","45403","56714","59","45.244","TRUE","0.0508474576271186","0.101694915254237","0.0338983050847458","0.101694915254237","0.389830508474576","0.101694915254237","0.0338983050847458","0.11864406779661","0.0677966101694915"
"6","06426","56714","68046","62","45.328","TRUE","0.032258064516129","0.129032258064516","0.032258064516129","0.112903225806452","0.370967741935484","0.129032258064516","0.0483870967741935","0.112903225806452","0.032258064516129"
"7","06426","68046","79300","60","45.016","TRUE","0.0333333333333333","0.0833333333333333","0.0833333333333333","0.116666666666667","0.4","0.1","0.05","0.116666666666667","0.0166666666666667"
"8","06426","79300","90720","62","45.68","TRUE","0.032258064516129","0.0645161290322581","0.0806451612903226","0.0967741935483871","0.32258064516129","0.145161290322581","0.0483870967741935","0.193548387096774","0.0161290322580645"
"9","06426","90720","102011","61","45.164","TRUE","0.0163934426229508","0.0819672131147541","0","0.0491803278688525","0.475409836065574","0.180327868852459","0.0327868852459016","0.131147540983607","0.0327868852459016"
"10","06426","102011","113269","57","45.032","TRUE","0.0350877192982456","0.087719298245614","0.087719298245614","0.140350877192982","0.368421052631579","0.087719298245614","0.0350877192982456","0.157894736842105","0"
"11","06426","113269","124711","56","45.768","TRUE","0.0178571428571429","0.0892857142857143","0.0357142857142857","0.0714285714285714","0.375","0.178571428571429","0.0535714285714286","0.160714285714286","0.0178571428571429"
"12","06426","124711","135980","60","45.076","TRUE","0.0333333333333333","0.0833333333333333","0.1","0.1","0.166666666666667","0.166666666666667","0.1","0.166666666666667","0.0833333333333333"
"13","06426","135980","147486","60","46.024","TRUE","0.0333333333333333","0.0833333333333333","0.0333333333333333","0.0833333333333333","0.383333333333333","0.15","0.0333333333333333","0.15","0.05"
"14","06426","147486","158821","58","45.34","TRUE","0.0344827586206897","0.0862068965517241","0.0862068965517241","0.0862068965517241","0.327586206896552","0.120689655172414","0.0862068965517241","0.120689655172414","0.0517241379310345"
"15","06426","158821","170268","61","45.788","TRUE","0.0163934426229508","0.114754098360656","0.0819672131147541","0.114754098360656","0.295081967213115","0.131147540983607","0.0819672131147541","0.131147540983607","0.0327868852459016"
"16","06426","170268","181650","64","45.528","TRUE","0.03125","0.109375","0.0625","0.15625","0.296875","0.109375","0","0.171875","0.0625"
"17","06426","181650","193141","61","45.964","TRUE","0.0163934426229508","0.131147540983607","0.0491803278688525","0.114754098360656","0.245901639344262","0.163934426229508","0.0819672131147541","0.131147540983607","0.0655737704918033"
"18","06426","193141","204514","61","45.492","TRUE","0.0163934426229508","0.0819672131147541","0.0655737704918033","0.114754098360656","0.344262295081967","0.131147540983607","0.0163934426229508","0.180327868852459","0.0491803278688525"
"19","06426","204514","215821","60","45.228","TRUE","0.0666666666666667","0.1","0.0666666666666667","0.0833333333333333","0.233333333333333","0.15","0.0833333333333333","0.116666666666667","0.1"
"20","06426","215821","227106","59","45.14","TRUE","0.0169491525423729","0.135593220338983","0.0847457627118644","0.101694915254237","0.169491525423729","0.152542372881356","0.135593220338983","0.11864406779661","0.0847457627118644"
"21","06426","227106","238494","63","45.552","TRUE","0.0634920634920635","0.111111111111111","0.0952380952380952","0.111111111111111","0.26984126984127","0.0952380952380952","0.0793650793650794","0.111111111111111","0.0634920634920635"
"22","06426","238494","249773","59","45.116","TRUE","0.0508474576271186","0.0847457627118644","0.0847457627118644","0.11864406779661","0.169491525423729","0.186440677966102","0.0508474576271186","0.203389830508475","0.0508474576271186"
"23","06426","249773","261157","66","45.536","TRUE","0.0151515151515152","0.0909090909090909","0.0909090909090909","0.136363636363636","0.348484848484849","0.0757575757575758","0.0454545454545455","0.121212121212121","0.0757575757575758"
"24","06426","261157","272532","61","45.5","TRUE","0.0491803278688525","0.147540983606557","0.0491803278688525","0.0983606557377049","0.229508196721311","0.147540983606557","0.0983606557377049","0.114754098360656","0.0655737704918033"
"25","06426","272532","283840","61","45.232","TRUE","0.0163934426229508","0.0983606557377049","0.0491803278688525","0.131147540983607","0.262295081967213","0.163934426229508","0.0163934426229508","0.19672131147541","0.0655737704918033"
"26","06426","283840","295247","61","45.628","TRUE","0","0.131147540983607","0.0491803278688525","0.131147540983607","0.278688524590164","0.147540983606557","0.0655737704918033","0.131147540983607","0.0655737704918033"
"27","06426","295247","306547","61","45.2","TRUE","0.0327868852459016","0.0819672131147541","0.0491803278688525","0.0655737704918033","0.278688524590164","0.213114754098361","0.0491803278688525","0.213114754098361","0.0163934426229508"
"28","06426","306547","317929","62","45.528","TRUE","0.0483870967741935","0.129032258064516","0.0483870967741935","0.145161290322581","0.274193548387097","0.129032258064516","0.032258064516129","0.145161290322581","0.0483870967741935"
"29","06426","317929","329287","66","45.432","TRUE","0.0303030303030303","0.136363636363636","0.0303030303030303","0.0909090909090909","0.363636363636364","0.151515151515152","0.0757575757575758","0.106060606060606","0.0151515151515152"
"30","06426","329287","340631","60","45.376","TRUE","0.0333333333333333","0.116666666666667","0.05","0.1","0.333333333333333","0.133333333333333","0.0666666666666667","0.116666666666667","0.05"
"31","06426","340631","351966","62","45.34","TRUE","0.0161290322580645","0.161290322580645","0.0161290322580645","0.129032258064516","0.306451612903226","0.145161290322581","0.0645161290322581","0.0967741935483871","0.0645161290322581"
"32","06426","351966","363236","58","45.08","TRUE","0.0172413793103448","0.0344827586206897","0.0517241379310345","0.0344827586206897","0.586206896551724","0.103448275862069","0.0344827586206897","0.120689655172414","0.0172413793103448"
"33","06426","363236","374571","61","45.34","TRUE","0.0327868852459016","0.147540983606557","0.0163934426229508","0.163934426229508","0.245901639344262","0.163934426229508","0","0.180327868852459","0.0491803278688525"
"34","06426","374571","385955","62","45.536","TRUE","0","0.129032258064516","0.0806451612903226","0.145161290322581","0.290322580645161","0.112903225806452","0.0645161290322581","0.129032258064516","0.0483870967741935"
"35","06426","385955","397313","62","45.432","TRUE","0.032258064516129","0.112903225806452","0.0161290322580645","0.0483870967741935","0.419354838709677","0.161290322580645","0.0967741935483871","0.0806451612903226","0.032258064516129"
"36","06426","397313","408635","58","45.288","TRUE","0.0862068965517241","0.137931034482759","0","0.0689655172413793","0.379310344827586","0.137931034482759","0.0517241379310345","0.0862068965517241","0.0517241379310345"
"37","06426","408635","419937","59","45.208","TRUE","0.0677966101694915","0.135593220338983","0.0169491525423729","0.0847457627118644","0.406779661016949","0.11864406779661","0.0677966101694915","0.0677966101694915","0.0338983050847458"
"38","06426","419937","431221","58","45.136","TRUE","0.0172413793103448","0.0862068965517241","0.0172413793103448","0.0517241379310345","0.5","0.137931034482759","0.0517241379310345","0.103448275862069","0.0344827586206897"
"39","06426","431221","442539","59","45.272","TRUE","0","0.0847457627118644","0.0338983050847458","0.0677966101694915","0.542372881355932","0.11864406779661","0.0508474576271186","0.0847457627118644","0.0169491525423729"
"40","06426","442539","453845","58","45.224","TRUE","0.0344827586206897","0.0517241379310345","0.0172413793103448","0.0517241379310345","0.586206896551724","0.103448275862069","0.0172413793103448","0.120689655172414","0.0172413793103448"
"41","06426","453845","465147","59","45.208","TRUE","0.0338983050847458","0.169491525423729","0","0.0847457627118644","0.254237288135593","0.220338983050847","0.0847457627118644","0.11864406779661","0.0338983050847458"
"42","06426","465147","476555","59","45.632","TRUE","0.0508474576271186","0.101694915254237","0.0338983050847458","0.101694915254237","0.322033898305085","0.152542372881356","0.0338983050847458","0.169491525423729","0.0338983050847458"
"43","06426","476555","487886","60","45.324","TRUE","0","0.1","0.0333333333333333","0.0833333333333333","0.5","0.116666666666667","0.05","0.1","0.0166666666666667"
"44","06426","487886","499261","61","45.5","TRUE","0.0163934426229508","0.0983606557377049","0.0491803278688525","0.0983606557377049","0.442622950819672","0.0983606557377049","0.0491803278688525","0.0983606557377049","0.0491803278688525"
"45","06426","499261","510641","58","45.52","TRUE","0.0172413793103448","0.0862068965517241","0.0172413793103448","0.120689655172414","0.46551724137931","0.137931034482759","0","0.155172413793103","0"
"46","06426","510641","522121","61","45.92","TRUE","0.0327868852459016","0.114754098360656","0.0819672131147541","0.147540983606557","0.180327868852459","0.180327868852459","0.0491803278688525","0.213114754098361","0"
"47","06426","522121","533413","51","45.168","FALSE","0.0196078431372549","0.0784313725490196","0.0196078431372549","0.0588235294117647","0.686274509803922","0.0588235294117647","0.0196078431372549","0.0588235294117647","0"
"48","06426","533413","544742","63","45.316","TRUE","0","0.0952380952380952","0.0634920634920635","0.0793650793650794","0.396825396825397","0.111111111111111","0.0952380952380952","0.0793650793650794","0.0793650793650794"
"49","06426","544742","556022","59","45.12","TRUE","0.0169491525423729","0.101694915254237","0.0677966101694915","0.0847457627118644","0.355932203389831","0.152542372881356","0.0677966101694915","0.135593220338983","0.0169491525423729"
"50","06426","556022","567438","46","45.664","FALSE","0.0434782608695652","0.0434782608695652","0","0","0.826086956521739","0.0217391304347826","0.0434782608695652","0","0.0217391304347826"
"51","06426","567438","578858","49","45.68","FALSE","0.0204081632653061","0.0204081632653061","0","0.0204081632653061","0.836734693877551","0.0204081632653061","0","0.0204081632653061","0.0612244897959184"
"52","06426","578858","590193","64","45.34","TRUE","0.015625","0.078125","0.046875","0.109375","0.421875","0.125","0.015625","0.15625","0.03125"
"53","06426","590193","601463","65","45.08","TRUE","0.0461538461538462","0.123076923076923","0.0461538461538462","0.123076923076923","0.323076923076923","0.138461538461538","0.0615384615384615","0.123076923076923","0.0153846153846154"
"54","06426","601463","612873","64","45.64","TRUE","0.015625","0.1875","0.046875","0.109375","0.15625","0.1875","0.125","0.109375","0.0625"
"55","06426","612873","624191","60","45.272","TRUE","0.05","0.116666666666667","0.0166666666666667","0.0666666666666667","0.4","0.15","0.05","0.1","0.05"
"56","06426","624191","635533","65","45.368","TRUE","0.0461538461538462","0.0923076923076923","0.0461538461538462","0.0923076923076923","0.415384615384615","0.123076923076923","0.0461538461538462","0.138461538461538","0"
"57","06426","635533","646896","63","45.452","TRUE","0","0.142857142857143","0.0317460317460317","0.0952380952380952","0.349206349206349","0.142857142857143","0.0793650793650794","0.0952380952380952","0.0634920634920635"
"58","06426","646896","658319","65","45.692","TRUE","0.0307692307692308","0.0769230769230769","0.0769230769230769","0.107692307692308","0.323076923076923","0.123076923076923","0.0615384615384615","0.138461538461538","0.0615384615384615"
"59","06426","658319","669753","67","45.736","TRUE","0.0597014925373134","0.134328358208955","0.0298507462686567","0.119402985074627","0.417910447761194","0.0895522388059701","0.0298507462686567","0.0895522388059701","0.0298507462686567"
"60","06426","669753","681139","64","45.544","TRUE","0","0.09375","0.03125","0.125","0.546875","0.078125","0","0.109375","0.015625"
"61","06426","681139","692410","61","45.084","TRUE","0","0.147540983606557","0.0819672131147541","0.147540983606557","0.19672131147541","0.147540983606557","0.0819672131147541","0.147540983606557","0.0491803278688525"
"62","06426","692410","703701","62","45.164","TRUE","0.0161290322580645","0.112903225806452","0.032258064516129","0.0967741935483871","0.306451612903226","0.193548387096774","0.0483870967741935","0.161290322580645","0.032258064516129"
"63","06426","703701","714978","62","45.108","TRUE","0.0806451612903226","0.0967741935483871","0.0483870967741935","0.0806451612903226","0.32258064516129","0.129032258064516","0.0645161290322581","0.129032258064516","0.0483870967741935"
"64","06426","714978","726335","63","45.428","TRUE","0.0158730158730159","0.0476190476190476","0.0793650793650794","0.0793650793650794","0.396825396825397","0.142857142857143","0.0476190476190476","0.174603174603175","0.0158730158730159"
"65","06426","726335","737617","61","45.128","TRUE","0","0.0655737704918033","0.131147540983607","0.131147540983607","0.311475409836066","0.0819672131147541","0.0819672131147541","0.131147540983607","0.0655737704918033"
"66","06426","737617","748921","66","45.216","TRUE","0","0.0606060606060606","0.0909090909090909","0.0909090909090909","0.393939393939394","0.121212121212121","0.0454545454545455","0.151515151515152","0.0454545454545455"
"67","06426","748921","760269","64","45.392","TRUE","0.046875","0.09375","0.046875","0.109375","0.359375","0.125","0.046875","0.140625","0.03125"
"68","06426","760269","771667","66","45.592","TRUE","0.0303030303030303","0.106060606060606","0.0606060606060606","0.0909090909090909","0.257575757575758","0.181818181818182","0.0757575757575758","0.166666666666667","0.0303030303030303"
