"","id","stsamp","endsamp","beats","secs","afib","ss","sr","sl","rs","rr","rl","ls","lr","ll"
"1","07910","466","11509","42","45.208","FALSE","0","0","0","0","1","0","0","0","0"
"2","07910","11509","22813","43","45.216","FALSE","0","0.0232558139534884","0","0","0.930232558139535","0.0232558139534884","0.0232558139534884","0","0"
"3","07910","22813","34242","43","45.716","FALSE","0","0.0232558139534884","0","0","0.930232558139535","0.0232558139534884","0.0232558139534884","0","0"
"4","07910","34242","45729","43","45.948","FALSE","0","0","0","0","1","0","0","0","0"
"5","07910","45729","57100","43","45.484","FALSE","0","0.0232558139534884","0","0","0.930232558139535","0.0232558139534884","0.0232558139534884","0","0"
"6","07910","57100","68800","42","45.26","FALSE","0","0","0","0","0.952380952380952","0.0238095238095238","0","0.0238095238095238","0"
"7","07910","68800","80287","43","45.948","FALSE","0","0","0","0","1","0","0","0","0"
"8","07910","80287","91610","45","45.292","FALSE","0","0","0","0","1","0","0","0","0"
"9","07910","91610","102925","43","45.26","FALSE","0","0.0232558139534884","0","0","0.930232558139535","0.0232558139534884","0.0232558139534884","0","0"
"10","07910","102925","114436","43","46.044","FALSE","0","0.0232558139534884","0","0","0.930232558139535","0.0232558139534884","0.0232558139534884","0","0"
"11","07910","114436","125906","45","45.88","FALSE","0","0","0","0","1","0","0","0","0"
"12","07910","125906","137208","44","45.208","FALSE","0","0.0454545454545455","0","0","0.863636363636364","0.0454545454545455","0.0454545454545455","0","0"
"13","07910","137208","148568","44","45.44","FALSE","0","0.0227272727272727","0","0","0.931818181818182","0.0227272727272727","0.0227272727272727","0","0"
"14","07910","148568","159936","44","45.472","FALSE","0","0","0","0","1","0","0","0","0"
"15","07910","159936","171312","43","45.504","FALSE","0","0.0465116279069767","0","0","0.86046511627907","0.0465116279069767","0.0465116279069767","0","0"
"16","07910","171312","182752","45","45.76","FALSE","0","0.0222222222222222","0","0","0.933333333333333","0.0222222222222222","0.0222222222222222","0","0"
"17","07910","182752","194007","44","45.02","FALSE","0","0","0","0","1","0","0","0","0"
"18","07910","194007","205290","45","45.132","FALSE","0","0","0","0","1","0","0","0","0"
"19","07910","205290","216720","46","45.72","FALSE","0","0","0","0","1","0","0","0","0"
"20","07910","216720","228184","44","45.856","FALSE","0","0.0454545454545455","0","0","0.863636363636364","0.0454545454545455","0.0454545454545455","0","0"
"21","07910","228184","239618","42","45.736","FALSE","0","0","0","0","1","0","0","0","0"
"22","07910","239618","250946","40","45.312","FALSE","0","0","0","0","1","0","0","0","0"
"23","07910","250946","262386","41","45.76","FALSE","0","0.024390243902439","0","0.024390243902439","0.878048780487805","0.024390243902439","0","0.024390243902439","0.024390243902439"
"24","07910","262386","274074","40","45.204","FALSE","0","0","0","0","0.95","0.025","0","0.025","0"
"25","07910","274074","286534","41","45.256","FALSE","0","0.0487804878048781","0","0.024390243902439","0.658536585365854","0.121951219512195","0.024390243902439","0.0975609756097561","0.024390243902439"
"26","07910","286534","297847","39","45.252","FALSE","0","0.0256410256410256","0","0","0.923076923076923","0.0256410256410256","0.0256410256410256","0","0"
"27","07910","297847","309702","41","45.868","FALSE","0","0.0731707317073171","0","0.024390243902439","0.682926829268293","0.0975609756097561","0.0487804878048781","0.0487804878048781","0.024390243902439"
"28","07910","309702","320984","42","45.128","FALSE","0","0.0714285714285714","0","0.0714285714285714","0.571428571428571","0.0952380952380952","0","0.0952380952380952","0.0952380952380952"
"29","07910","320984","332289","39","45.22","FALSE","0","0","0","0","1","0","0","0","0"
"30","07910","332289","343782","40","45.972","FALSE","0","0","0","0","1","0","0","0","0"
