"","id","stsamp","endsamp","beats","secs","afib","ss","sr","sl","rs","rr","rl","ls","lr","ll"
"1",8378,395,11642,55,45.82,FALSE,0,0,0.0727272727272727,0.0727272727272727,0.8,0,0,0.0545454545454545,0
"2",8378,11642,23086,55,45.776,FALSE,0,0,0.0545454545454545,0.0545454545454545,0.818181818181818,0,0,0.0727272727272727,0
"3",8378,23086,34356,55,45.08,FALSE,0,0,0.0545454545454545,0.0545454545454545,0.836363636363636,0,0,0.0545454545454545,0
"4",8378,34356,45686,56,45.32,FALSE,0.0178571428571429,0,0.0714285714285714,0.0535714285714286,0.785714285714286,0,0.0178571428571429,0.0535714285714286,0
"5",8378,45686,56988,57,45.208,FALSE,0,0,0.0526315789473684,0.0526315789473684,0.842105263157895,0,0,0.0526315789473684,0
"6",8378,56988,68325,55,45.348,FALSE,0,0,0.0727272727272727,0.0727272727272727,0.781818181818182,0,0,0.0727272727272727,0
"7",8378,68325,79698,55,45.492,FALSE,0,0,0.0727272727272727,0.0727272727272727,0.781818181818182,0,0,0.0727272727272727,0
"8",8378,79698,91128,56,45.72,FALSE,0,0,0.0714285714285714,0.0714285714285714,0.785714285714286,0,0,0.0714285714285714,0
"9",8378,91128,102574,58,45.784,FALSE,0,0.0689655172413793,0,0.0689655172413793,0.827586206896552,0.0172413793103448,0,0.0172413793103448,0
"10",8378,102574,113860,54,45.144,FALSE,0,0.0740740740740741,0.037037037037037,0.111111111111111,0.740740740740741,0,0,0.037037037037037,0
"11",8378,113860,125253,52,45.572,FALSE,0,0,0,0,1,0,0,0,0
"12",8378,125253,136591,53,45.352,FALSE,0,0,0.0566037735849057,0.0566037735849057,0.830188679245283,0,0,0.0566037735849057,0
"13",8378,136591,148037,52,45.784,FALSE,0,0,0,0,1,0,0,0,0
"14",8378,148037,159294,51,45.028,FALSE,0,0.0196078431372549,0.0196078431372549,0.0392156862745098,0.901960784313726,0,0,0.0196078431372549,0
"15",8378,159294,170741,53,45.788,FALSE,0,0,0.0566037735849057,0.0188679245283019,0.867924528301887,0,0.0377358490566038,0.0188679245283019,0
"16",8378,170741,182154,51,45.652,FALSE,0,0,0,0,1,0,0,0,0
"17",8378,182154,193454,50,45.2,FALSE,0,0,0.04,0.04,0.88,0,0,0.04,0
"18",8378,193454,204928,52,45.896,FALSE,0,0,0.0384615384615385,0.0384615384615385,0.884615384615385,0,0,0.0384615384615385,0
"19",8378,204928,216225,50,45.188,FALSE,0,0,0.02,0.02,0.94,0,0,0.02,0
"20",8378,216225,227655,50,45.72,FALSE,0,0,0.02,0.02,0.94,0,0,0.02,0
"21",8378,227655,239128,50,45.892,FALSE,0,0,0,0,1,0,0,0,0
"22",8378,239128,250446,49,45.272,FALSE,0,0,0,0,1,0,0,0,0
"23",8378,250446,261728,51,45.128,FALSE,0,0.0196078431372549,0,0.0196078431372549,0.96078431372549,0,0,0,0
"24",8378,261728,273018,58,45.16,FALSE,0,0.0344827586206897,0,0.0344827586206897,0.931034482758621,0,0,0,0
"25",8378,273018,284434,57,45.664,FALSE,0,0.0175438596491228,0,0.0175438596491228,0.964912280701754,0,0,0,0
"26",8378,284434,295795,57,45.444,FALSE,0,0.0701754385964912,0.0175438596491228,0.087719298245614,0.807017543859649,0,0,0.0175438596491228,0
"27",8378,295795,307155,57,45.44,FALSE,0,0.0701754385964912,0,0.087719298245614,0.842105263157895,0,0,0,0
"28",8378,307155,318482,59,45.308,FALSE,0,0.152542372881356,0,0.135593220338983,0.711864406779661,0,0,0,0
"29",8378,318482,329823,56,45.364,FALSE,0,0.0714285714285714,0.0178571428571429,0.0892857142857143,0.803571428571429,0,0,0.0178571428571429,0
"30",8378,329823,341140,57,45.268,FALSE,0,0.12280701754386,0,0.12280701754386,0.754385964912281,0,0,0,0
"31",8378,341140,352406,64,45.064,FALSE,0,0.15625,0.09375,0.25,0.34375,0.03125,0,0.125,0
"32",8378,352406,363731,62,45.3,FALSE,0,0.145161290322581,0.0645161290322581,0.225806451612903,0.5,0,0,0.0645161290322581,0
"33",8378,363731,375055,59,45.296,FALSE,0,0.169491525423729,0,0.152542372881356,0.644067796610169,0.0169491525423729,0,0.0169491525423729,0
